pk_localizacao,pk_veiculos,pk_optante,pk_data,pk_juridica,pk_caract_empresas,cd_cnpj,nm_razao_social,qt_filial,vl_total_veiculos
9550,4813,4832,5726,4821,4837,04517216000180,MOREIRA ARANTES CORRETORA DE SEGUROS LTDA ME,0,0
9551,4813,4819,9552,4816,4840,71053912000170,TEREZINHA MARIA LOBO DE SA ME,0,0
9553,6133,4814,9554,4816,4817,15548820000190,PEDRO RICARDO FERREIRA MEI,0,0
9555,4813,4814,5241,4816,4822,15184562000100,ODAIR JOSE LESSA MEI,0,0
9556,4813,4819,6017,4816,4822,15551551000110,D R DE OLIVEIRA SERVICOS ME,0,0
9557,4813,4819,9558,4892,4878,71715262000180,OFICINA DE BORDADOS OTTO LTDA ME,0,0
9559,5360,4819,9560,4816,5139,03549556000120,ELISEU DA PAZ LIRA ME,0,1
9561,4813,4819,9562,4853,4837,09504587000140,ASSOCIACAO DE SERVICOS COMUNITARIOS DE ROCADINHO,0,0
9563,4813,4832,7586,4816,4837,14537226000130,SERGIO L A DOS ANJOS ME,0,0
9564,4813,4819,9565,4892,4850,05510668000100,SAINE SERVICOS E CORRETAGEM DE SEGUROS LTDA,0,0
9566,4813,4819,9567,4816,5388,01351204000130,FRANCISCO CARVALHO BRITO ME,0,0
9568,4813,4832,8800,4816,4837,14504810000190,REGINA CORREA DA SILVA ME,0,0
9569,5360,4819,5075,4821,4850,14514720000180,GTX LOCADORA LTDA ME,0,1
9570,9571,4832,9572,4821,4840,10909201000160,J F DA ROSA & CIA LTDA ME,0,5
9573,5907,4819,9574,4821,4837,03759667000160,MARTINS & CIA LTDA ME SC,0,5
9575,4813,4819,5460,5029,4837,11123457000100,CONDOMINIO DO EDIFICIO MARINA,0,0
9576,4813,4832,7413,4821,4840,14870965000140,RADIOSPARX BRASIL LTDA ME,0,0
9577,4813,4814,9578,4816,4840,14867027000190,GEANECY GOMES ANGELO DA SILVA MEI,0,0
9579,4813,4819,8309,4821,4878,01351912000170,N J R CORRETORA DE SEGUROS LTDA ME,0,0
9580,4813,4832,7592,4816,4850,13802227000100,DAVI URIAS BATISTA VIDIGAL ME,0,0
9581,4813,4832,9582,4821,4840,21588199000190,BAR BANDEIRANTES LTDA ME,0,0
9583,4813,4832,6046,4941,4921,15674834000150,SEABRA COMERCIO DE INFORMATICA E REPARACAO DE EQUIPAMENTOS EIRELI,0,0
9584,4813,4819,9585,4905,4840,90811431000120,CONGREGACAO EVANGELICA LUTERANA SAO LUCAS,0,0
9586,4813,4819,9587,4821,4850,88580279000170,REPRESENTACOES CEZIMBRA LTDA ME,0,0
9588,4813,4814,9589,4816,4837,13637213000170,JOSE CESAR DIAS MEI,0,0
9590,4813,4819,9591,4816,4822,68927961000180,EMILIO DONIZETI RAIMUNDO SANTOS ME,0,0
9592,4813,4814,5412,4816,4822,12776071000160,MOACIR MARTINES MEI,0,0
9593,4813,4814,9594,4816,4921,14084535000100,CELSO FURTADO MEI,0,0
9595,4813,4814,5704,4816,4822,14073301000150,MARINA PINHEIRO MEI,0,0
9596,4813,4814,8522,4816,4822,16545678000190,FABIA ALVES MACHADO MEI,0,0
9597,4813,4819,9083,4816,4822,13240879000190,WALTER OLIVEIRA DA COSTA MEI,0,0
9598,4813,4819,9599,4821,5152,65159543000100,MRC PROJETOS E INSTALACOES DE TELECOMUNICACOES LTDA ME,0,0
9600,4813,4832,9601,4816,4844,08088500000210,LI ZHURONG ME,0,0
9602,4813,4819,9603,4821,4825,90562612000160,FUNILARIA RIGOTTI LTDA ME,0,0
9604,4831,4819,9605,4905,5152,19558147000120,PAROQUIA NOSSA SENHORA DAS MERCES,0,1
9606,4813,4819,9607,4821,4847,05356346000140,ESCOLA MENINO JESUS EPP LTDA,2,0
9608,4813,4819,9609,4816,4817,02767185000190,LEONOR XAVIER DA SILVA ME,0,0
9610,4813,4814,8482,4816,4822,16562146000160,NEI GILMAR QUINTO DOS SANTOS MEI,0,0
9611,4813,4819,9612,4892,4850,51884278000100,REQUIMA REPRESENTACOES LTDA ME SC,0,0
9613,5360,4832,7892,4816,4850,05843406000150,LUCIANO PITZ ME,0,1
9614,4813,4819,9615,4821,4886,06163734001220,P H AGRONEGOCIOS E PARTICIPACOES EXPORTACAO E IMPORTACAO LTDA,0,0
9616,4813,4819,9617,4899,6359,08025120001550,PAULO BAPTISTELLA E OUTROS,0,0
9618,4813,4819,7032,5029,4834,09143646000100,CONDOMINIO DO EDIFICIO RESIDENCIAL ALAOR CANDIDO,0,0
9619,4813,4814,6785,4816,4822,11535975000130,GISELE MARTINS RODRIGUES MEI,0,0
9620,4813,4814,7651,4816,4822,13015746000110,CLEUZA MARIA CARVALHO DE CARVALHO MEI,0,0
9621,4813,4832,9356,4816,4850,10646847000100,M F DE SOUZA LOPES FILHO RESTAURANTE ME,0,0
9622,6133,4832,9623,4941,4840,02903974000100,ACEL AR CONDICIONADO ECOLOGICO EIRELI EPP,0,0
9624,4813,4819,9625,4816,4878,94991411000130,LISSANDRO DOS SANTOS TEIXEIRA ME,0,0
9626,4813,4819,9627,4821,4822,06297609000150,M N O PRODUTOS PARA LIMPEZA LTDA ME,0,0
9628,4813,4819,9629,4821,4850,07623461000160,SHOPCLICK COMERCIO DE ARTIGOS PARA INFORMATICA LTDA ME,0,0
9630,4813,4819,9631,4821,9632,03520510000340,RENOVILLE ADMINISTRADORA DE BENS PROPRIOS LTDA ME,0,0
9633,4813,4814,6152,4816,4822,15475295000120,WILSON DE SOUZA JUNIOR MEI,0,0
9634,5313,4819,9635,9636,4840,03973950000190,EMBAIXADA DA COMUNIDADE DA AUSTRALIA OFICIAL,0,3
9637,4813,4832,9638,4816,4847,41575036000180,JOSE GOMES ASSUNCAO ME,0,0
9639,4813,4819,7643,4899,4822,10750931000160,EDINALDO LOURENCO LOPES,0,0
9640,4813,4819,9238,4821,5388,13049073000110,SAMPAIO BAHIA DANTAS COMERCIO E SERVICO LTDA ME,0,0
9641,4813,4819,9642,4821,7568,11868957000170,BRINEL BRITAGEM NORDESTE LTDA ME,0,0
9643,4813,4819,9644,4821,4886,87247995000330,FOTO ARTE DEQUI LTDA ME,0,0
9645,4813,4832,9646,4821,5333,04377849000130,MSD ESPORTES E COMERCIO LTDA ME,0,0
9647,4813,4819,6555,4816,4878,05012052000100,EDIVANIA GOMIDE,0,0
9648,4813,4819,5328,4816,4825,15316429000160,JOSE SERGIO BARROS DA CRUZ MEI,0,0
9649,5360,4819,9650,4821,5139,07010594000160,SUPERMERCADO BOIADEIRO LTDA ME,0,1
9651,4813,4819,5067,4821,4864,05652515000270,J D MANUTENCAO E SERVICOS EPP LTDA,0,0
9652,4813,4819,8114,4816,4878,04177714000120,FRANCISCO DA COSTA MARINHO ME,1,0
9653,4813,4832,5910,4816,4837,01118543000170,C FERNANDES DA SILVA CONSTRUCOES ME,0,0
9654,4813,4819,9655,4853,4878,00839279000100,ASSOC CRISTA DE SOC AO MEN CAR A REC DO NAZ DAS MIS NAZ,0,0
9656,4813,4819,9657,4821,4837,00584102000100,COREMMAQ COMERCIO REPRESENTACOES E MANUTENCAO DE MAQ LT ME,0,0
9658,4813,4819,9279,4816,4825,14160793000110,LUIZ AFONSO GERVASIO MEI,0,0
9659,4813,4819,9660,4816,4822,14389215000150,JOSELICE DOS SANTOS MEI,0,0
9661,4813,4819,9662,5029,4840,00059448000180,CONDOMINIO DO EDIFICIO ALFA SCORP II,0,0
9663,4813,4832,6351,4821,4837,11124467000160,LIRIO MATERIAIS DE CONSTRUCAO LTDA ME,0,0
9664,4813,4832,9665,4816,4840,07155077000180,I TORRES FREITAS CONSTRUCAO ME,0,0
9666,4813,4819,7872,4816,4850,11507463000160,J C BORGES CARNEIRO CARNES ME,0,0
9667,4813,4814,7250,4816,5388,12621717000130,ANTONIO MARCOS GOMES MONTEIRO MEI,0,0
9668,4813,4819,9669,4816,4840,13422686000150,MARCOS NASTA MANSO SOARES MEI,0,0
9670,4813,4819,9671,4816,4850,05863925000180,CICERO MENDES DE SOUSA FITAS ME,0,0
9672,4813,4819,9673,4816,4847,36854685000180,JOSE LEITE FERREIRA ME,0,0
9674,4831,4832,7408,4816,4834,12462234000130,E S LEANDRO EXTINTORES ME,0,1
9675,4813,4819,5615,4821,4908,03375823000190,DISTRIBUIDORA CABO BRANCO LTDA ME,0,0
9676,4813,4819,9677,4821,4921,07246021000130,T J EID REPRESENTACOES COMERCIAIS LTDA ME,0,0
9678,4813,4819,6090,4816,4822,10737727000100,DIRCE FERREIRA PELISSARI ME,0,0
9679,4813,4832,5173,4816,4840,01582009000110,ISA NUBIA RAMOS DA SILVA EPP,0,0
9680,4813,4819,9681,4853,4847,02083711000100,ASSOCIACAO COMUNITARIA DO MORRO ALTO,0,0
9682,4813,4819,9683,4816,4850,02059254000100,VERA L PEREIRA MOURA GUARUJA ME,0,0
9684,4813,4819,9685,4853,4850,49303191000150,A P M DA E E PROF AYRES DE MOURA,0,0
9686,4813,4819,9687,4821,4847,09162817000130,BUFE ROSE MARIE RECEPCOES E EVENTOS LTDA ME,0,0
9688,4813,4819,9689,4821,6211,07553531000150,G B I INDUSTRIA E COMERCIO DE CONFECCOES EPP LTDA,0,0
9690,6179,4819,6430,4821,4886,07183852000100,VALFILM MG INDUSTRIA DE EMBALAGENS LTDA,0,7
9691,4813,4814,6787,4816,4817,13181163000160,ANTONIO SELES PEREIRA MEI,0,0
9692,5313,4819,9693,4905,6265,57591349000910,MITRA DIOCESANA DE SANTO ANDRE,0,3
9694,4813,4832,9695,4816,4850,02756403000190,RACHEL TOREZANI MARINHO ABDALLA ME,0,0
9696,4813,4832,9697,4821,4837,53886222000110,PADARIA SANTA ISABEL DE PIRACICABA EPP LTDA,0,0
9698,4813,4814,5424,4816,4822,15104042000140,VERA LUCIA DOROS DOS PASSOS MEI,0,0
9699,4813,4819,9700,4821,4850,03039289000140,MARCELO A PERES & CIA LTDA ME,0,0
9701,4813,4814,6127,4816,4850,16958660000110,SELMA CRISTINA FONSECA DE SOUZA MEI,0,0
9702,4831,4814,9236,4816,4817,15562839000190,GENI APARECIDA CARDOSO DE MELO ECKEL MEI,0,1
9703,4831,4819,7257,4816,4847,00853547000130,MARIA HELENA FUHRMANN OLING ME,0,1
9704,4813,4819,9705,4853,4837,05993885000190,IGREJA PENTECOSTAL CHAMA DO ESPIRITO SANTO,0,0
9706,4813,4819,9707,4821,4844,12082279000260,A H W COMERCIO DE MATERIAIS PARA CONSTRUCAO EPP LTDA,0,0
9708,4813,4819,9709,4816,4837,39338561000130,ARY LIMA NETO ME,0,0
9710,4872,4832,6341,4816,4840,15492854000100,MARCO ANTONIO BRAGA ME,0,2
9711,4813,4832,9712,4821,4850,07981064000160,PADARIA E CONFEITARIA BRILHO DA LUZ LTDA ME,0,0
9713,4813,4819,9714,4816,4850,11061500000150,ADRIANO MARCIO ZAMAI ME,0,0
9715,4813,4819,9390,4821,4837,10607945000120,M C DOS SANTOS E CIA LTDA ME,0,0
9716,4813,4819,9717,4892,4840,35905777000180,CENTRO ORTOPEDICO MADUREIRA LTDA,0,0
9718,4813,4819,9719,4821,4840,04346338000150,FREI CANECA COMERCIAL LTDA ME,0,0
9720,4813,4819,9721,4821,5553,04963934000180,REIS UBIRACI INDUSTRIA E COMERCIO DE CONFECCOES LTDA,0,0
9722,4813,4819,5608,4816,4825,13361474000100,CASSIANO ROMARIO GONCALVES DIAS MEI,0,0
9723,5313,4819,9724,4816,4825,03466215000190,ROGERIO FERREIRA LOPES ME,0,3
9725,4813,4819,5926,4821,4837,67040972000180,CAL PARTICIPACOES E ADMINISTRACAO LTDA,0,0
9726,4813,4819,9727,4816,4825,02231082000100,NILSON ANTONIO RAFAEL ME,0,0
9728,4813,4819,9729,4892,4825,03579751000100,MARQUES REPRESENTAES COMERCIAIS LTDA ME SC,0,0
9730,4813,4819,9731,4816,4825,04305609000120,HILARIO TICZ,0,0
9732,4813,4819,5273,4816,4825,12945133000110,M MIRANDA PINHEIRO PEREIRA ME,0,0
9733,4813,4819,7000,4899,4822,08016217000100,EDSON NOBORU MORITSUGU E OUTROS,0,0
9734,4813,4814,6657,4816,4822,15593309000100,MAX ROBERTO BARBOSA SANTOS MEI,0,0
9735,4813,4832,8613,4816,5139,01928305000120,ANTONIO DONISETE DE OLIVEIRA MOLLON ME,0,0
9736,4813,4819,9737,4816,4837,07006577000150,ALMERITA MARIA A DA SILVA SOUVENIERS ME,0,0
9738,4813,4832,9739,4821,4850,08095672000130,ARIBUS COMERCIO DE PECAS PARA VEICULOS AUTOMOTORES LTDA ME,0,0
9740,4813,4819,9741,4853,4840,97056659000100,NUCLEO DE ESTUDOS DA PROSTITUICAO,0,0
9742,4813,4814,7065,4816,4817,15712909000140,MARGARETH DA LUZ CORREIA PIRES DE OLIVEIRA MEI,0,0
9743,4813,4832,9744,4821,4840,10935676000120,ART MIX SONORIZACAO LTDA ME,0,0
9745,9746,4819,7219,4821,4837,10544001000150,CONSTRUTORA INICIAL EMPREENDIMENTOS EPP LTDA,0,5
9747,4813,4814,9748,4816,4822,13517663000120,KHALLEB ALENCAR CAVALCANTI MEI,0,0
9749,4831,4819,7733,4821,4837,11089468000110,DF AMARAL EPP LTDA,0,1
9750,4813,4814,9751,4816,4840,14880989000180,ANDRE LUIZ FRANCISCO CHAGAS MEI,0,0
9752,4813,4814,4820,4816,4837,14179102000120,EUDIANE MIRANDA PEREIRA MEI,0,0
9753,4813,4814,5673,4816,4840,14534253000150,GERTRUDES ANTONIA SOARES CARNEIRO MEI,0,0
9754,4813,4814,9755,4816,4822,11985455000120,ROSIEL DA SILVEIRA MEI,0,0
9756,4813,4832,9061,4821,4817,10698193000150,OMNI AUDIUM ESTUDIO MUSICAL LTDA ME,0,0
9757,4813,4832,9027,4816,4834,14108707000120,ADRIANO PEREIRA ME,0,0
9758,4813,4819,9759,4899,4844,09055683000230,ANA REGINA MORANDINI CALDEIRA,0,0
9760,4813,4819,9761,4899,4844,08498698000200,VANDIR ALVES DE PAULA DOMINGUES E OUTROS,0,0
9762,4813,4819,6337,4899,4886,08442347001500,CLAUDIO ROBERTO ANNIBAL,0,0
9763,4813,4819,9764,4899,4844,08153592001670,MARCUS AURELIO VERGAMINI E OUTROS,0,0
9765,4813,4814,6341,4816,4921,15261495000180,CLAUDIA SIMONE CARVALHO VIEIRA MEI,0,0
9766,4813,4819,9767,4816,5388,02320810000150,DIVINA MOREIRA DA SILVA A GOIANA ME,0,0
9768,4813,4819,9141,4899,4844,08368572000210,MILTON GOMES JUNIOR,0,0
9769,4813,4819,9770,4816,4847,04437913000120,J PECANHA CABRAL ME,0,0
9771,4813,4819,9772,5029,4878,55217947000140,CONDOMINIO EDIFICIO BELVEDER PIAZZA MAGGIORE,0,0
9773,4813,4819,9774,4821,4844,82811761000600,FELDMAN & CIA LTDA ME,0,0
9775,4813,4819,9776,4816,4921,05759729000160,F W B ANDRE COMERCIO EPP,0,0
9777,4813,4819,9778,4816,5152,32458481000170,A G B SMIDERLE ME,0,0
9779,4813,4819,9780,4821,4840,64041460000140,S S TRANSPORTES E TURISMO LTDA ME,0,0
9781,4813,4819,9782,4821,4837,05306895000100,ATELIER DO CARRO LTDA ME,0,0
9783,4813,4819,9784,4821,4822,10796280000140,INTERQUALITY PUBLICIDADE E PRODUCOES LTDA,0,0
9785,4813,4819,9786,4853,4847,71257125000140,CASA DE CARIDADE FRANCISCO DE ASSIS,0,0
9787,4813,4814,5504,4816,4817,15601050000100,LEONICE APARECIDA ANDERSEN MEI,0,0
9788,4813,4819,9789,4821,4837,33309220000150,IRGRAL LIQUIDOS E COMESTIVEIS LTDA ME,0,0
9790,4813,4832,9791,4821,5024,02781449000160,REFRIGERACAO CAMPANHA LTDA ME,0,0
9792,4813,4832,8004,4821,4850,10585124000130,SUZI & TURINI PAPELARIA LTDA ME,0,0
9793,4813,4819,9794,4816,4847,04326014000150,GRECY GONCALVES DE SOUZA ME,0,0
9795,4813,4819,9796,5471,4825,04304608000160,COOPERMASSAS COOPERATIVA DE MASSAS ALIMENTICIAS DE LENCOIS PAULISTA,0,0
9797,4813,4819,9798,4821,4850,60766110000190,BAR E LANCHES CASA DO NORTE OLIVEIRA E VIEIRA LTDA ME,0,0
9799,4813,4819,5567,4821,4822,08418018000110,VINIVITIS CONSULTORIA PRODUCAO E REPRESENTACAO AGRICOLA LTDA ME,0,0
9800,4813,4814,5934,4816,4817,15267384000180,JOSE RICARDO DOS SANTOS MEI,0,0
9801,4813,4832,9802,4821,4837,04401328000170,INDUSTRIA METALURGICA HERNANDES LTDA ME,0,0
9803,4813,4819,9804,4816,4822,07925754000100,ELZARINA A NOGUEIRA ME,0,0
9805,4813,4832,6646,4816,4840,05113024000170,WALFREDO DE SOUSA JUNIOR ME,0,0
9806,4813,4814,9807,4816,4850,11737354000130,KATIA MENEZES ABBADE PARO MEI,0,0
9808,4813,4819,9809,4816,4825,05672182000160,ANTONIO MALAQUIAS DA SILVA CLI MATIZACAO ME,0,0
9810,4813,4819,5281,4821,5553,11574322000160,MR COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E COSMETICOS LTDA ME,0,0
9811,4813,4819,9812,4853,4822,03334663000130,ANACIC ASSOCIACAO NACIONAL DOS CICLISTAS,0,0
9813,4813,4832,9814,4816,4850,10361918000110,RODRIGO FRANCISCO GUSSI ME,0,0
9815,4813,4832,9816,4816,5139,07345335000190,GILBERTO CAMBRAIA ME,0,0
9817,4813,4819,9818,4821,4844,01751967000410,SAMBAIBA TRANSPORTES URBANOS LTDA,0,0
9819,4813,4832,9313,4821,4840,28665651000110,REFRIGERACAO RIBAMAR LTDA ME,0,0
9820,4813,4819,5535,4816,6211,14309872000140,V S LIMA RESTAURANTE E PIZZARIA ME,0,0
9821,4831,4832,5420,4892,4837,11839047000160,SOLUCAO ASSESSORIA CONTABIL LTDA ME SS,0,1
9822,4813,4819,9823,4821,4878,84644764000100,J P COMERCIO DE MATERIA DE CONSTRUCOA LTDA ME,0,0
9824,4813,4832,9825,4821,4817,12794496000100,S R LUBENOV & CIA LTDA ME,0,0
9826,4813,4819,9827,4821,4878,07683585000130,THREE TECH CONSULTORIA E DESENVOLVIMENTO EM INFORMATICA LTDA ME,0,0
9828,4813,4819,9829,4899,4822,14325058000110,EDILSON NICOLAU PEREIRA DE LIMA,0,0
9830,4813,4819,9831,4821,4847,04842520000100,COMERCIAL CANTARES LTDA ME,0,0
9832,5313,4814,9833,4816,4822,14558582000130,FABIO PEREIRA DE OLIVEIRA MEI,0,3
9834,4813,4819,9835,4821,4837,11450114000150,FORTCON CONSTRUTORA E INCORPORADORA LTDA ME,0,0
9836,4813,4819,7449,4941,4840,15435482000180,RR PUBLICIDADE E MIDIA ELETRONICA EIRELI,0,0
9837,9838,4819,9839,4821,4878,08202262000140,CARIBE TRANSPORTADORA TURISTICA LTDA ME,0,0
9840,4813,4819,9841,4821,4840,65250904000110,CORPEL CONSULTORIO MEDICO LTDA ME,0,0
9842,4813,4814,7697,4816,4822,14338524000100,ROSIMAR DE ARAUJO MEI,0,0
9843,4813,4819,9844,4821,5553,04773398000150,ESPETACULO & ARTE MODAS E ACESSORIOS LTDA ME,0,0
9845,4813,4819,6967,4816,4878,96649652000120,LOURDES FERREIRA RODRIGUES ME,0,0
9846,4813,4819,9847,4816,4822,02248870000100,SEBASTIAO PIMENTA DE SOUZA ME,0,0
9848,6133,4832,9849,4821,4840,23393010000130,ANGELA RITA DA ANUNCIACAO NUNES & CIA LTDA ME,0,0
9850,4813,4819,6916,4899,4822,08150796000170,ANDERSON RICARDO VICENSOTTI E OUTRO,0,0
9851,6133,4832,6327,4821,4850,14300778000120,JAMES OLAYA DESIGNER FACIAL LTDA ME,0,0
9852,4813,4819,4918,4821,5333,04738751000160,ALVES MODESTO E MODESTO LTDA ME,1,0
9853,4813,4819,9854,4821,4837,09606957000150,ALVO VEICULOS LTDA ME,0,0
9855,5360,4819,9856,4821,4878,05396426000120,K R EMPREENDIMENTOS E INCORPORADORA IMOBILIARIA LTDA,0,1
9857,4813,4814,8569,4816,4840,14687437000150,SONIA ROSA REGO MEI,0,0
9858,4813,4819,9859,4821,4825,15308138000120,CERAMICA MIL LTDA ME,0,0
9860,4813,4832,7271,4821,4837,15793863000130,P & D SERVIOS DE GESSO & REFORMA LTDA ME,0,0
9861,4813,4819,6558,5107,4825,15796954000120,ELEICAO 2012 VAGNER AMENDOLA MOLEIRO VEREADOR,0,0
9862,4813,4814,9863,4816,4850,13830813000150,JOSE ROBERTO DE GOES MEI,0,0
9864,4813,4832,9865,4816,4837,07872653000100,MAURI MANOEL DE GUIMARAES ME,0,0
9866,5323,4832,6403,4821,4822,15144079000100,LIMA & AGUIAR TRANSPORTES LTDA ME,0,2
9867,4813,4814,5852,4816,4840,12207928000120,LUAN AURELIO DE SOUZA OLIVEIRA MEI,0,0
9868,4813,4832,9869,4892,4850,69109403000170,ELG ASSESSORIA EMPRESARIAL LTDA ME,0,0
9870,4813,4832,7993,4816,4837,11718154000130,G NERY BARBOSA DE JEQUIE ME,0,0
9871,4813,4814,6862,4816,4822,13859567000160,LUCIANO CUNHA DE SOUSA MEI,0,0
9872,4813,4832,6337,4816,4837,12402286000110,WADSON AFONSO DO NASCIMENTO SILVA ME,0,0
9873,4813,4832,9874,4821,4837,13026223000170,ESCOLA DE EDUCACAO INFANTIL MARIA JOSE LTDA ME,0,0
9875,4813,4819,9876,4821,4878,93122273000190,VIP PROPAGANDA LTDA ME,0,0
9877,4813,4819,7609,4816,4837,14069861000130,EMERSON MONTEIRO RODRIGUES EPP,0,0
9878,4813,4814,6017,4816,4822,15521348000100,RENATO PINHEIRO RAMME MEI,0,0
9879,4813,4832,9880,4821,4850,02153288000160,Q M DO BRASIL CENTRO AUTOMOTIVO LTDA,0,0
9881,4813,4832,5110,4816,4850,15354450000150,DIEGO FERNANDO LINS DE ARAUJO INDAIATUBA ME,0,0
9882,4813,4819,9022,4821,4850,09143565000100,COMERCIO DE BEBIDAS ITALY LTDA ME,0,0
9883,4813,4819,8286,4816,4825,08488339000190,D N SANTOS DA SILVA COMERCIO ME,0,0
9884,4813,4832,9885,4816,4878,07269489000140,LUIZ FRANCISCO DE SOUZA CONFECCOES ME,0,0
9886,4813,4832,8382,4816,4847,09380533000110,LUZIGLEIDE SANTOS GUIMARAES ME,0,0
9887,4813,4832,9130,4816,4837,08111055000180,ELZIO DIAS DABUL ME,1,0
9888,4813,4832,9889,4821,4840,07643577000160,EDMARA CAVALCANTTE ARQUITETURA LTDA ME,0,0
9890,4813,4819,5159,5107,4825,15983424000190,ELEICAO 2012 JOCIMAR ALVES BRANDALISE VEREADOR,0,0
9891,4813,4814,9892,4816,4822,13826461000160,ROBSON LUIS DO NASCIMENTO MEI,0,0
9893,4813,4819,5577,4905,4822,14714586000160,IGREJA ASSEMBLEIA DE DEUS AGNUS DEI MINISTERIO UNCAO E VERDADE,0,0
9894,4813,4819,9895,4821,4847,02094655000100,SAMARO PRODUTOS ALIMENTICIOS LTDA ME,0,0
9896,4813,4832,7085,4821,4837,10790323000180,L M CONSULTORIA IMOBILIARIA LTDA ME,0,0
9897,9898,4832,9899,4821,4837,09112224000160,BABY DISTRIBUIDORA DE LATICINIOS LTDA ME,0,7
9900,6133,4832,9901,4821,4837,10199069000140,SQ 3 CONSULTORIA E CAPACITACAO EM SISTEMA DE GESTAO DE EMPRESAS LTDA ME,0,0
9902,4813,4819,9903,7520,4822,03891450000100,ASSOCIACAO DOS TECNICOS AGRICOLAS DO MEIO OESTE CATARINENSE,0,0
9904,4813,4832,9905,4816,4837,00428200000140,ZELOI RODRIGUES DOS SANTOS ME,0,0
9906,4813,4819,9907,4821,4840,01231970000160,SPRING PARK EPP LTDA,7,0
9908,4813,4814,6025,4816,4822,15837200000170,JOSE MARIA DA SILVA ALMEIDA MEI,0,0
9909,4813,4819,9910,4821,4847,00589338000120,LOURENCO E FREITAS LTDA ME,0,0
9911,4813,4819,8132,4821,4817,02848276000150,M CAMICCIA & DALMOLIN LTDA ME,0,0
9912,4813,4819,9913,4821,4850,00806245000100,AMERICAN BOX VIDRACARIA LTDA ME,0,0
9914,4813,4819,9915,4816,4881,00149772000270,SELMA MARIA SANTANA DA SILVA ME,0,0
9916,4813,4819,9917,4821,4886,01234848000490,LABORATORIO CAPC LTDA,0,0
9918,4813,4832,9919,4821,4837,07373481000120,DECIFRA COMUNICACAO EPP LTDA,0,0
9920,4813,4814,9921,4816,4822,13532203000170,MARIA JOSE RIBEIRO LEITAO MEI,0,0
9922,4813,4814,9534,4816,4822,15163077000150,FLAVIO SILVA DO AMARANTE MEI,0,0
9923,4813,4814,9924,4816,4822,12854347000180,ALEXSANDRO SOARES DOS SANTOS MEI,0,0
9925,4813,4819,9926,4853,4850,80873490000170,CMTI CLUBE DA MEDIA E TERCEIRA IDADE,0,0
9927,4813,4819,7897,4816,4850,07680410000170,ALEXANDRA MARTINS PADARIA ME,0,0
9928,4813,4819,9929,5174,9632,07669064001010,NOVA JORNADA RESTAURANTE SA,0,0
9930,4813,4814,9931,4816,4822,15173447000130,ANA PAULA MENDES MEI,0,0
9932,4813,4819,9933,4821,4825,04685175000130,LOURIVALDO JOSE BOMFIM & CIA LTDA ME,0,0
9934,4813,4832,5964,4816,4837,08881824000120,FABIO DA SILVA PEIXOTO ME,0,0
9935,4813,4819,7302,4899,4822,13422377000180,RENATO DE JESUS NOGUEIRA,0,0
9936,4813,4814,5666,4816,4822,15667715000170,TEREZINHA DE SOUZA ABREU MEI,0,0
9937,4813,4819,9938,5471,4886,26236984000360,COOPERATIVA AGROPECUARIA DE PITANGUI LTDA,0,0
9939,4813,4819,9940,7520,4847,80891229000100,SIND DOS SERVIDORES PUBL MUNICIPAIS DE CRUZ DO OESTE,0,0
9941,4813,4819,9942,4816,4817,05076794000190,JAIR BATISTA DA LUZ PRESENTES ME,0,0
9943,4813,4819,9944,4924,4840,14519632000170,CIPEMA CIRURGIA PEDIATRICA DO MARANHAO SS,0,0
9945,4813,4819,5402,4816,4850,08508934000140,ADENISIA APARECIDA FERREIRA DOMINGUES ME,0,0
9946,4813,4819,5104,4821,4847,14539627000120,ESTACAO 10 PORTO VELHO COMERCIO DO VESTUARIO LTDA ME,0,0
9947,4813,4832,5214,4924,4850,01024166000100,JORGE AIDAR & ADVOGADOS ASSOCIADOS,0,0
9948,4813,4819,9949,4816,4847,04279690000110,M V DE FREITAS FILHO,0,0
9950,4813,4832,5516,4821,4834,10769617000120,NATA DI FIORE CONFEITARIA E RESTAURANTE LTDA ME,0,0
9951,4813,4832,9952,4816,4850,15184183000110,LUIZ HENRIQUE DE OLIVEIRA ACABAMENTOS ME,0,0
9953,4813,4819,9954,4816,4822,87653978000130,ANTONIO LUIZ DA SILVA ME,0,0
9955,4813,4814,8262,4816,4822,13161424000180,ANTONIO ADRIANO DE SOUSA MEI,0,0
9956,4813,4819,9957,4941,4850,16479604000100,MAGNOR EMPRESARIAL E TREINAMENTO EIRELI,0,0
9958,4813,4819,8307,4816,4837,08034052000190,A R G M SANTOS PRODUCOES CULTURAIS,0,0
9959,4813,4814,9960,4816,4822,14459875000160,FELIX ALCANTARA REGO SA MEI,0,0
9961,4813,4819,4877,5029,5333,02217085000190,CONDOMINIO CONJUNTO RESIDENCIAL PRINCIPADO DE MONACO,0,0
9962,4813,4819,9963,4853,4878,04364138000120,ASSOCIACAO DE PAIS E MESTRES DA EE CEFAM DE PRESIDENTE VENCE,0,0
9964,4813,4814,7312,4816,4817,16499257000170,TINGYU GUO MEI,0,0
9965,4872,4832,9966,4821,4850,12932027000100,SILVA & CURTINOVI LTDA ME,0,2
9967,4813,4819,5768,4821,5388,01694736000170,AEROCAPAS IND E COMERCIO LTDA ME,0,0
